314;460;187;187
2025;1377;181;181
1308;434;181;181
155;994;178;178
1007;936;168;168
1328;605;168;168
1419;1172;165;165
217;722;165;165
207;1192;158;158
2151;1240;158;158
1824;1425;155;155
145;401;155;155
97;71;155;155
852;1312;152;152
314;1308;152;152
1432;1441;152;152
515;806;152;152
456;304;152;152
1043;547;152;152
1574;855;149;149
1730;787;149;149
1921;861;149;149
2349;385;145;145
1539;395;145;145
346;822;145;145
800;965;145;145
440;942;145;145
1914;142;145;145
1470;703;145;145
907;602;145;145
1341;907;145;145
1688;602;145;145
1104;1205;142;142
1367;1325;142;142
1616;709;142;142
729;1513;139;139
1461;518;139;139
2047;1040;139;139
74;677;139;139
1840;557;139;139
903;369;139;139
2342;1513;136;136
1632;281;136;136
1357;777;136;136
2025;246;136;136
1027;686;136;136
774;1095;136;136
2174;217;132;132
2280;722;132;132
473;1156;132;132
1577;1221;132;132
382;1075;129;129
1804;278;129;129
609;281;129;129
1940;1137;129;129
800;800;129;129
1626;142;129;129
1318;1539;129;129
903;1163;126;126
233;1415;126;126
165;547;126;126
106;829;126;126
1564;599;126;126
168;281;126;126
1801;683;126;126
165;1516;126;126
793;576;126;126
1036;1425;126;126
592;1513;126;126
450;16;126;126
2180;968;126;126
2248;336;126;126
696;865;126;126
567;524;126;126
1017;1101;126;126
2131;741;126;126
1597;1020;126;126
1208;1114;126;126
1924;460;126;126
1023;1318;126;126
61;213;123;123
38;1065;123;123
618;1159;123;123
469;602;123;123
2037;392;123;123
492;171;123;123
777;696;123;123
1869;981;119;119
664;751;119;119
2303;1231;119;119
1095;197;119;119
434;1425;119;119
913;741;119;119
2222;819;119;119
599;97;119;119
1283;1224;119;119
2037;541;116;116
1211;162;116;116
1759;1053;116;116
1911;748;116;116
126;1393;116;116
1273;1441;116;116
741;1321;116;116
249;162;116;116
366;239;116;116
1247;738;116;116
1231;858;116;116
2170;1114;113;113
1662;1146;113;113
2063;933;113;113
557;1062;113;113
320;972;113;113
2154;447;113;113
424;712;113;113
55;1487;113;113
1833;1266;113;113
330;641;113;113
437;1273;113;113
1143;1351;110;110
1723;1257;110;110
1639;515;110;110
1441;356;110;110
625;437;110;110
35;466;110;110
1198;550;110;110
369;110;110;110
978;132;110;110
680;1046;110;110
926;1043;110;110
1642;1347;110;110
2037;719;110;110
693;1419;110;110
2070;1182;110;110
2284;1085;110;110
690;22;110;110
1062;440;110;110
2430;667;110;110
2374;1121;110;110
1707;1458;110;110
1791;1172;110;110
1956;635;110;110
68;349;110;110
803;366;110;110
583;680;110;110
900;887;110;110
1723;946;110;110
1179;285;106;106
1921;1347;106;106
1318;275;106;106
2167;557;106;106
693;635;106;106
1701;408;106;106
806;1227;106;106
1435;1046;103;103
1749;511;103;103
252;887;103;103
2394;1017;103;103
2433;1218;103;103
1163;670;103;103
2216;654;103;103
1597;1483;103;103
38;589;103;103
1253;366;100;100
865;1519;100;100
301;349;100;100
1490;959;100;100
489;443;100;100
1065;311;100;100
2261;1357;100;100
1286;1023;100;100
1033;822;100;100
1535;243;100;100
2193;1438;100;100
968;511;100;100
1999;1276;100;100
2284;592;97;97
518;1354;97;97
881;93;97;97
592;946;97;97
677;197;97;97
2446;1415;97;97
2410;1321;97;97
2475;949;97;97
1179;981;97;97
1176;1467;97;97
858;281;93;93
97;1302;93;93
939;1451;93;93
1169;401;93;93
573;1266;93;93
2345;511;93;93
1386;174;93;93
1743;226;93;93
476;1535;90;90
2274;1477;90;90
871;489;90;90
2086;651;90;90
673;1263;90;90
761;479;90;90
2138;1535;90;90
754;288;90;90
1328;1124;90;90
1817;178;90;90
1966;1535;90;90
984;1539;90;90
1934;356;90;90
1539;1568;90;90
2358;1422;90;90
2057;839;90;90
1872;1104;87;87
1127;878;87;87
1856;891;87;87
2384;648;87;87
2157;891;87;87
382;1208;87;87
1561;1399;84;84
1487;858;84;84
1159;780;84;84
1519;1328;84;84
959;265;84;84
631;1364;84;84
1820;421;84;84
839;1441;84;84
2485;495;84;84
810;204;81;81
2361;936;81;81
1260;1357;81;81
2280;929;81;81
1445;259;81;81
2261;502;81;81
579;1428;81;81
2242;1555;77;77
1007;1244;77;77
2436;563;77;77
1762;1380;74;74
2323;1014;74;74
2407;780;171;171
2141;359;71;71
1542;1134;116;116
