571;1445;277;277
1232;1216;271;271
809;961;261;261
1190;1497;248;248
545;1087;241;241
1055;1038;232;232
1526;1368;225;225
771;1251;219;219
1210;867;216;216
2239;1042;206;206
1903;532;200;200
1616;1100;196;196
116;1171;196;196
245;1542;193;193
151;1371;193;193
374;964;190;190
1848;822;187;187
1390;1048;183;183
87;1703;177;177
874;1439;177;177
1016;1284;177;177
1835;1519;171;171
1397;742;171;171
1435;500;187;187
77;674;167;167
2048;829;167;167
1348;1703;167;167
342;680;167;167
1829;1022;167;167
580;867;161;161
2084;658;158;158
1048;1713;158;158
1542;1668;158;158
416;1642;154;154
335;1155;154;154
206;796;154;154
416;1439;154;154
1819;1193;154;154
2368;900;151;151
1668;906;151;151
22;871;151;151
413;509;148;148
1048;1477;148;148
1777;680;148;148
45;1022;145;145
1539;971;145;145
693;519;145;145
1687;1568;145;145
1613;416;141;141
96;480;141;141
997;548;141;141
2119;1193;138;138
225;1035;138;138
2332;1300;138;138
961;1616;138;138
2223;897;138;138
1077;429;135;135
371;1310;135;135
2194;545;135;135
1794;319;135;135
1410;287;132;132
1058;906;132;132
2090;1542;132;132
1994;1122;132;132
306;1745;132;132
1345;622;132;132
645;1748;151;151
851;726;132;132
1135;567;129;129
709;87;145;145
2090;1038;129;129
1735;545;129;129
1658;755;129;129
826;1655;125;125
1139;777;125;125
922;1752;122;122
251;222;122;122
2316;1439;122;122
1461;1584;122;122
2197;1342;122;122
1539;658;119;119
758;848;119;119
574;713;119;119
1413;1455;119;119
1171;296;116;116
635;1329;116;116
1687;283;112;112
716;716;112;112
138;145;112;112
1532;342;112;112
584;564;112;112
951;174;112;112
2181;1658;112;112
293;577;112;112
1810;1361;112;112
2410;1545;109;109
864;480;109;109
2371;719;109;109
1219;1768;109;109
1022;780;106;106
2245;1555;106;106
774;413;106;106
606;367;106;106
374;855;106;106
2271;677;106;106
1664;655;106;106
2336;451;106;106
474;225;106;106
2094;516;106;106
980;687;106;106
603;148;106;106
696;303;103;103
487;319;103;103
1994;1261;103;103
1313;522;103;103
1364;438;103;103
874;277;100;100
1719;1297;100;100
826;619;100;100
525;1777;100;100
2219;780;100;100
1235;700;100;100
22;403;100;100
377;187;96;96
380;309;96;96
690;990;96;96
929;848;96;96
2126;1432;96;96
1306;345;96;96
584;254;96;96
2139;400;96;96
1090;690;96;96
2065;1684;93;93
2016;1481;93;93
248;671;93;93
64;258;90;90
106;345;90;90
2478;464;106;106
2103;1335;90;90
1758;1458;87;87
1026;364;87;87
2006;1393;87;87
2023;442;87;87
1874;458;87;87
435;83;87;87
416;400;87;87
174;406;87;87
880;374;87;87
1235;432;87;87
2394;383;87;87
584;32;87;87
532;458;87;87
2432;584;87;87
2006;758;83;83
787;222;83;83
2352;603;80;80
971;432;80;80
1606;274;80;80
625;477;80;80
813;1826;80;80
1910;1339;80;80
1764;445;77;77
684;232;77;77
529;655;77;77
2474;1461;74;74
977;300;74;74
1458;926;74;74
1071;306;70;70
83;613;70;70
296;351;67;67
1919;1439;67;67
358;138;67;67
312;419;67;67
2390;1210;67;67
1584;787;67;67
1652;587;58;58
222;616;58;58
2319;1648;135;135
