375;718;297;297
208;1448;293;293
2093;375;277;277
2594;1734;269;269
2521;848;265;265
983;1909;261;261
1611;542;252;252
118;632;244;244
1387;1411;236;236
2709;1097;236;236
1925;1175;228;228
1395;730;228;228
1432;1162;220;220
1330;383;216;216
926;1448;208;208
1574;1558;208;208
1060;848;208;208
1085;1574;208;208
73;962;204;204
1884;1746;204;204
2341;1782;204;204
2851;946;195;195
444;1366;191;191
65;1305;191;191
1774;383;187;187
2884;1856;187;187
1452;558;187;187
3015;1689;187;187
1260;1297;183;183
171;1146;183;183
1844;726;183;183
958;428;179;179
599;477;179;179
1864;542;179;179
2864;1362;175;175
742;971;175;175
497;1799;175;175
909;1672;175;175
979;1126;171;171
901;983;171;171
1644;1166;171;171
1338;1778;171;171
2068;820;171;171
807;518;171;171
693;1117;171;171
1073;1326;171;171
567;999;167;167
1175;1778;167;167
2125;1264;167;167
2399;1203;167;167
807;799;167;167
567;1513;163;163
1595;1803;163;163
2019;656;163;163
1685;1007;163;163
2019;1007;163;163
918;1285;163;163
1991;1946;159;159
2550;1991;159;159
2415;1476;159;159
1146;428;159;159
1199;1036;159;159
567;632;159;159
2182;1921;159;159
1583;1334;159;159
1652;248;159;159
2476;1636;159;159
1840;1448;159;159
2068;1546;159;159
775;1530;155;155
1150;1175;155;155
1228;758;155;155
1933;1591;155;155
2354;1056;155;155
705;656;150;150
391;1917;150;150
885;1836;150;150
1203;1468;150;150
1305;909;150;150
2354;599;150;150
2264;885;150;150
354;616;150;150
771;1680;150;150
195;1717;150;150
2370;758;146;146
297;1020;146;146
2272;1191;146;146
1991;1428;146;146
65;1640;146;146
1574;416;146;146
1097;722;142;142
2496;652;142;142
2170;1419;142;142
2937;1550;142;142
2758;840;142;142
379;1244;142;142
257;1334;142;142
1195;616;142;142
1754;1317;142;142
2647;705;142;142
677;1787;138;138
1705;791;138;138
640;1929;138;138
1387;1636;138;138
252;1868;138;138
2541;1117;138;138
420;1113;138;138
1799;1889;138;138
2847;1676;138;138
2594;1530;138;138
2219;1032;138;138
2211;689;138;138
2309;1652;138;138
3076;1876;138;138
252;885;138;138
1489;1746;138;138
669;848;138;138
1876;1020;134;134
1052;1782;134;134
2080;1807;134;134
1738;1738;130;130
1795;1607;130;130
2721;1313;130;130
2611;1391;130;130
2260;1530;130;130
1811;897;130;130
2211;1762;130;130
1603;877;130;130
2431;1354;130;130
656;1358;126;126
795;1391;126;126
1481;954;126;126
1374;1044;126;126
2594;1248;122;122
2962;1244;122;122
3092;1574;122;122
2133;1146;122;122
767;1913;118;118
342;1778;118;118
909;701;118;118
2313;1399;118;118
1011;620;118;118
2423;909;118;118
36;820;118;118
1693;1456;118;118
1574;1056;114;114
1268;1962;114;114
2060;1693;114;114
603;1236;114;114
1342;648;114;114
2370;1999;114;114
881;1991;114;114
1811;1158;114;114
1309;1166;114;114
1954;922;110;110
24;1542;110;110
2725;1472;110;110
1289;1701;110;110
3055;1330;110;110
971;811;110;110
1289;1603;106;106
3084;1444;106;106
624;1701;106;106
2195;1664;106;106
775;1285;106;106
1089;1056;102;102
2737;1603;102;102
485;1660;146;146
