1729;624;297;297
942;567;297;297
2301;399;293;293
2035;983;322;322
856;864;281;281
69;1660;277;277
1028;1558;273;273
2627;665;269;269
2880;775;269;269
2594;395;257;257
252;342;257;257
2109;1456;252;252
1472;636;252;252
354;1599;252;252
1583;1640;248;248
2635;1195;244;244
1587;403;244;244
603;909;236;236
2011;750;232;232
1831;913;232;232
2366;1476;228;228
554;1423;228;228
2346;999;224;224
836;1411;220;220
1252;636;216;216
1350;440;216;216
2594;1481;212;212
1525;897;212;212
1248;1436;208;208
2896;1240;208;208
640;1224;208;208
730;510;208;208
2827;1513;208;208
208;1162;204;204
685;709;204;204
1126;840;204;204
391;595;204;204
1423;1297;199;199
1285;1024;199;199
2541;1024;199;199
1195;1215;199;199
1060;1366;195;195
412;816;195;195
106;934;195;195
2137;1289;191;191
138;599;191;191
3015;1391;187;187
542;432;187;187
1468;1093;187;187
2223;648;187;187
2962;612;187;187
2256;840;183;183
2435;673;183;183
2819;1052;183;183
2443;1211;183;183
864;367;183;183
306;979;183;183
1599;1403;179;179
2484;844;179;179
1481;1530;175;175
1097;1044;175;175
824;1619;175;175
771;1089;175;175
1860;1150;171;171
1611;1232;171;171
1346;836;171;171
1680;1052;171;171
175;1489;171;171
420;1256;171;171
44;1105;167;167
2941;395;167;167
501;1109;163;163
220;783;163;163
114;444;159;159
1921;1615;159;159
2023;554;159;159
3043;1142;159;159
2827;510;159;159
644;1636;159;159
354;1432;159;159
2137;436;159;159
1297;1672;155;155
2745;938;155;155
1044;1228;155;155
3002;1020;155;155
1179;485;150;150
1856;444;150;150
1978;1289;146;146
2297;1362;142;142
881;1289;142;142
1803;1452;138;138
1966;1497;138;138
1782;1305;134;134
208;1354;126;126
2766;1415;122;122
85;1272;118;118
2521;1379;138;138
