761;583;204;204
1548;1247;194;194
142;434;181;181
68;1169;181;181
45;1568;178;178
1509;1425;178;178
268;754;165;165
521;398;158;158
1905;602;158;158
1752;1104;155;155
45;576;155;155
434;265;155;155
1785;1283;152;152
265;1253;152;152
1791;845;149;149
667;476;149;149
48;916;149;149
1389;1046;149;149
793;1053;149;149
563;803;149;149
780;1185;145;145
1749;541;145;145
521;1237;145;145
926;382;145;145
155;1023;145;145
486;557;145;145
1720;233;142;142
1610;1030;142;142
638;301;142;142
984;197;142;142
544;942;142;142
498;1360;142;142
878;1289;142;142
1224;327;142;142
1558;405;139;139
2044;916;139;139
939;537;139;139
1396;910;139;139
1289;1140;139;139
81;751;139;139
926;1419;139;139
375;635;136;136
262;579;136;136
2342;1396;136;136
1292;187;136;136
2297;1065;136;136
1195;456;136;136
291;359;136;136
709;1461;136;136
677;1286;136;136
738;1600;136;136
2384;709;136;136
822;1516;132;132
1101;725;132;132
1995;1046;132;132
1454;1590;132;132
994;1065;132;132
1973;822;132;132
1046;453;132;132
2096;1577;129;129
706;767;129;129
233;1603;129;129
874;259;129;129
1185;116;129;129
424;784;129;129
1273;991;129;129
628;651;129;129
1078;1172;129;129
1056;612;129;129
1875;1399;126;126
1574;903;126;126
2271;1189;126;126
372;1620;126;126
1396;1506;126;126
1675;800;126;126
1257;1487;126;126
1169;1082;126;126
1419;729;126;126
1522;1130;126;126
1914;942;126;126
1121;246;126;126
1218;777;126;126
842;777;126;126
301;1030;123;123
375;508;123;123
181;677;123;123
372;936;123;123
265;1409;119;119
1701;933;119;119
1765;421;119;119
573;197;119;119
910;991;119;119
1558;281;119;119
239;1140;119;119
1989;450;119;119
1458;463;119;119
1419;1198;116;116
2015;1253;116;116
207;884;116;116
100;1432;116;116
1134;865;116;116
2397;495;116;116
1289;570;113;113
839;482;113;113
1347;1279;113;113
401;1331;113;113
1053;1500;113;113
1033;1289;113;113
1775;686;113;113
2277;696;113;113
2076;654;110;110
2391;984;110;110
2199;861;110;110
2041;314;110;110
2034;174;110;110
1973;1503;110;110
1198;631;110;110
1448;223;110;110
447;1516;110;110
1302;693;110;110
1334;453;110;110
631;1159;110;110
2310;913;110;110
1840;311;110;110
2128;424;110;110
2219;972;110;110
787;184;110;110
758;401;110;110
965;1202;110;110
1159;1428;110;110
2374;1253;110;110
1817;1513;110;110
2274;803;106;106
1671;1176;106;106
2391;848;106;106
683;897;106;106
1548;544;106;106
2157;239;106;106
2083;1159;106;106
469;1036;106;106
1639;187;106;106
1244;907;106;106
806;907;106;106
2141;1253;106;106
1007;835;106;106
1950;255;106;106
327;1535;103;103
2193;1143;103;103
1675;1577;103;103
1480;628;103;103
612;1458;103;103
1986;1360;103;103
1493;835;103;103
77;1347;103;103
1675;495;103;103
1717;1483;103;103
1516;1001;100;100
1885;1075;100;100
1655;609;100;100
2015;732;100;100
1202;1257;100;100
1892;764;100;100
1428;1402;100;100
1461;366;100;100
968;745;100;100
1344;822;100;100
2154;563;100;100
502;1143;100;100
1688;369;100;100
2306;492;100;100
385;1124;100;100
690;174;100;100
1882;482;100;100
586;1075;97;97
1649;719;97;97
1587;797;97;97
2199;1506;97;97
2300;1321;97;97
1030;1613;97;97
508;716;97;97
2242;1415;97;97
1240;1367;97;97
1364;320;93;93
2196;751;93;93
774;301;93;93
2131;797;93;93
920;1623;93;93
1911;388;93;93
213;1513;93;93
1402;570;93;93
1023;952;93;93
1101;1030;90;90
2008;1607;90;90
2031;573;90;90
2054;1438;90;90
71;1088;90;90
1584;664;90;90
2426;622;90;90
1072;1393;90;90
1331;1389;90;90
2190;1354;90;90
2131;1046;90;90
2251;414;90;90
1182;981;90;90
2232;171;90;90
1950;1185;90;90
1053;349;90;90
2407;1535;90;90
1710;1393;90;90
2391;233;90;90
2426;1146;90;90
417;1231;90;90
690;1082;87;87
1140;388;87;87
660;1561;87;87
2096;1357;87;87
2452;1616;87;87
920;871;87;87
388;1451;87;87
2358;414;87;87
2300;1509;87;87
822;1412;87;87
2371;609;84;84
2339;1597;84;84
2222;343;84;84
1824;1007;84;84
2481;278;84;84
748;1004;84;84
200;1354;84;84
1464;1321;81;81
2148;1445;81;81
2274;602;81;81
2297;340;77;77
1934;1302;77;77
2481;1331;74;74
2442;401;71;71
984;1555;71;71
1150;1597;142;142
1321;1607;142;142
