1597;1490;191;191
884;476;191;191
1982;881;184;184
965;1257;181;181
541;1004;178;178
2271;955;178;178
907;660;178;178
346;1412;168;168
1383;1535;168;168
913;1425;162;162
984;1561;158;158
599;583;158;158
1733;1354;155;155
19;855;152;152
453;641;152;152
210;1626;152;152
1130;453;152;152
1056;767;152;152
1513;955;149;149
272;1172;149;149
638;1302;149;149
1772;288;145;145
1279;680;145;145
460;388;145;145
1623;317;145;145
1318;868;145;145
64;1613;145;145
583;738;145;145
1156;929;142;142
1156;1098;142;142
1626;1140;142;142
320;845;142;142
544;1172;142;142
405;1240;142;142
933;988;142;142
1432;635;142;142
197;907;139;139
145;291;139;139
1227;336;139;139
324;605;139;139
2316;1522;139;139
784;178;139;139
537;1415;139;139
330;1043;136;136
1850;414;136;136
1205;790;136;136
1140;1325;136;136
168;787;136;136
1049;579;136;136
87;544;136;136
550;1535;136;136
1519;207;136;136
1432;1062;136;136
1519;531;136;136
1960;476;136;136
136;84;132;132
618;460;132;132
301;729;132;132
1406;346;132;132
22;158;132;132
1875;819;132;132
1150;664;129;129
1639;469;129;129
453;790;129;129
1522;1240;129;129
421;939;129;129
2277;1305;129;129
2212;1428;129;129
936;852;129;129
803;1548;129;129
2387;1234;129;129
748;1202;129;129
1762;1069;129;129
149;450;126;126
793;916;126;126
1279;1351;126;126
343;379;126;126
42;1130;126;126
1888;1338;126;126
1260;1571;126;126
816;800;126;126
673;213;126;126
1227;194;126;126
1393;758;126;126
301;1312;126;126
2410;1616;126;126
829;1321;126;126
2086;1234;123;123
106;1240;123;123
767;592;123;123
1863;1189;123;123
1338;1140;123;123
1399;1370;123;123
1360;1266;123;123
1814;913;123;123
1726;832;123;123
1231;1234;119;119
907;314;119;119
2261;612;119;119
1500;829;119;119
171;1114;119;119
664;1458;119;119
605;1655;119;119
1202;1454;119;119
90;706;119;119
2037;758;119;119
447;1117;116;116
997;1130;116;116
537;142;116;116
243;9;116;116
233;1415;116;116
220;670;116;116
1299;1027;116;116
1344;573;116;116
1292;469;116;116
178;1526;116;116
524;541;113;113
1752;528;113;113
1652;1030;113;113
2151;1351;113;113
1756;1221;113;113
1027;405;113;113
1626;625;113;113
2374;780;113;113
1237;583;113;113
758;314;113;113
1629;803;110;110
631;336;110;110
2452;1396;110;110
2345;1415;110;110
2203;1668;110;110
1548;712;110;110
2417;920;110;110
84;997;110;110
1150;1600;110;110
1652;1292;110;110
696;1581;110;110
1762;644;110;110
732;1053;110;110
1490;1461;110;110
832;405;106;106
1960;1234;106;106
1879;673;106;106
842;1101;106;106
434;97;106;106
1127;288;106;106
2021;1331;106;106
1762;1555;106;106
712;829;106;106
573;881;106;106
411;294;106;106
1840;1474;106;106
9;456;106;106
1406;476;103;103
1982;1127;103;103
366;1639;103;103
881;1205;103;103
1121;1227;103;103
489;1658;103;103
2442;1506;103;103
1704;1652;103;103
220;200;103;103
2028;1539;103;103
1807;745;103;103
1568;1380;103;103
51;1351;103;103
411;518;100;100
738;434;100;100
1062;1040;100;100
2125;1134;100;100
2067;1053;100;100
670;929;100;100
1940;1535;100;100
735;722;100;100
1529;1658;97;97
447;1571;97;97
1645;926;97;97
2151;673;97;97
2368;1134;97;97
162;1351;97;97
1995;1441;97;97
1539;424;93;93
1341;281;93;93
1853;1597;93;93
106;1458;93;93
978;217;93;93
48;1532;93;93
1419;233;93;93
340;1545;93;93
304;304;93;93
2306;1652;93;93
2151;1568;90;90
1448;1202;90;90
301;505;90;90
2219;738;90;90
1432;975;90;90
2151;842;90;90
2093;579;90;90
2112;1461;90;90
1114;1506;90;90
1950;605;90;90
1688;735;90;90
1062;926;90;90
362;207;90;90
2306;748;87;87
2306;1208;87;87
1033;298;87;87
1746;988;87;87
528;281;87;87
2235;829;87;87
2465;1172;84;84
2041;654;84;84
800;1467;84;84
1979;745;84;84
1075;1435;84;84
1869;1030;84;84
1824;1684;81;81
1953;1036;81;81
1859;596;81;81
528;1341;81;81
2238;1140;81;81
2203;1075;81;81
2170;965;77;77
2436;1069;77;77
1911;1114;77;77
1746;440;74;74
1331;1490;74;74
2193;1231;71;71
1914;1649;149;149
1445;1697;110;110
2261;1568;77;77
